pedido_id,id_cliente,id_produto,data_pedido,id_vendedor,quantidade,valor_frete,total_pedido,municipio,estado,regiao
7116,537,SKU-072,2026-02-25,13,2,17.0,2957.46,Governador Valadares,MG,Sudeste
7117,80,SKU-229,2025-12-19,12,1,22.55,1520.2,Parintins,AM,Norte
7118,1028,SKU-137,2025-08-27,2,2,13.38,4540.3,Planaltina,DF,Centro-Oeste
7119,165,SKU-087,2025-07-04,2,2,18.86,1182.24,Quixada,CE,Nordeste
7120,63,SKU-137,2026-02-26,1,1,32.52,2270.15,Recife,PE,Nordeste
7121,14,SKU-027,2025-04-30,8,2,29.66,4150.24,Caninde,CE,Nordeste
7122,11,SKU-242,2026-04-28,3,4,24.98,9493.32,Presidente Figueiredo,AM,Norte
7123,504,SKU-062,2025-03-01,3,1,32.68,2489.09,Quixada,CE,Nordeste
7124,1015,SKU-142,2025-11-02,11,1,29.47,916.37,Piracicaba,SP,Sudeste
7125,1,SKU-107,2025-07-11,12,3,5.78,4912.68,Guarapuava,PR,Sul
7126,235,SKU-102,2025-01-04,9,3,31.51,5521.59,Sao Bernardo do Campo,SP,Sudeste
7127,496,SKU-240,2025-07-06,9,3,27.23,1100.13,Pocos de Caldas,MG,Sudeste
7128,896,SKU-153,2026-04-12,1,2,18.8,2153.74,Coari,AM,Norte
7129,307,SKU-003,2025-09-27,14,1,22.45,2885.32,Betim,MG,Sudeste
7130,28,SKU-248,2025-04-17,8,4,18.43,7498.36,Contagem,MG,Sudeste
7131,502,SKU-113,2025-08-23,15,1,22.05,1813.29,Sorocaba,SP,Sudeste
7132,86,SKU-216,2025-07-19,6,1,8.48,1101.36,Taguatinga,DF,Centro-Oeste
7133,30,SKU-217,2026-03-14,6,3,18.44,114.39,Colombo,PR,Sul
7134,834,SKU-082,2025-02-16,15,2,11.12,1527.34,Passo Fundo,RS,Sul
7135,864,SKU-187,2025-10-28,15,3,30.16,3908.31,Volta Redonda,RJ,Sudeste
7136,228,SKU-014,2025-08-12,8,4,7.97,4967.04,Sao Paulo,SP,Sudeste
7137,110,SKU-132,2025-08-15,2,2,18.09,861.6,Belo Horizonte,MG,Sudeste
7138,38,SKU-037,2025-04-21,1,3,29.21,7695.18,Olinda,PE,Nordeste
7139,365,SKU-237,2026-03-12,11,4,22.18,11974.88,Crato,CE,Nordeste
7140,335,SKU-187,2026-06-02,6,4,31.55,5211.08,Juazeiro do Norte,CE,Nordeste
7141,2,SKU-007,2026-03-23,8,4,12.34,9608.96,Camacari,BA,Nordeste
7142,976,SKU-165,2025-09-25,11,2,30.55,3309.52,Caxias do Sul,RS,Sul
7143,193,SKU-029,2025-01-09,2,1,29.19,778.9,Manacapuru,AM,Norte
7144,1489,SKU-085,2026-04-15,12,1,32.19,1043.96,Piracicaba,SP,Sudeste
7145,68,SKU-198,2026-02-24,6,4,26.58,5735.2,Iguatu,CE,Nordeste
7146,400,SKU-130,2025-03-29,7,2,29.1,111.96,Recife,PE,Nordeste
7147,11,SKU-180,2026-04-07,12,1,8.97,962.45,Juazeiro,BA,Nordeste
7148,8,SKU-116,2025-12-19,13,3,22.21,6542.43,Ceilandia,DF,Centro-Oeste
7149,686,SKU-245,2025-06-13,4,4,12.98,11894.44,Osasco,SP,Sudeste
7150,121,SKU-170,2025-10-07,15,3,11.21,5066.85,Santos,SP,Sudeste
7151,416,SKU-086,2025-11-17,2,1,6.69,2900.55,Quixada,CE,Nordeste
7152,372,SKU-213,2026-03-24,8,4,26.83,5904.32,Gravatai,RS,Sul
7153,522,SKU-216,2025-07-19,3,1,21.17,1101.36,Manacapuru,AM,Norte
7154,9,SKU-120,2025-07-28,8,4,14.87,8520.4,Ponta Grossa,PR,Sul
7155,1,SKU-032,2025-05-16,9,4,29.37,7410.96,Taguatinga,DF,Centro-Oeste
7156,570,SKU-166,2025-05-20,2,2,12.87,5946.7,Iguatu,CE,Nordeste
7157,1366,SKU-200,2025-08-13,11,3,29.48,8862.78,Quixada,CE,Nordeste
7158,708,SKU-012,2025-04-09,15,2,8.06,5028.62,Sobradinho,DF,Centro-Oeste
7159,289,SKU-067,2026-01-08,13,2,7.38,4652.2,Volta Redonda,RJ,Sudeste
7160,378,SKU-140,2025-05-23,2,4,15.07,3107.0,Ipatinga,MG,Sudeste
7161,730,SKU-104,2025-09-24,14,4,17.69,10347.44,Paulista,PE,Nordeste
7162,275,SKU-139,2025-09-14,11,1,13.5,1828.39,Ceilandia,DF,Centro-Oeste
7163,10,SKU-212,2026-03-30,7,3,22.49,7834.35,Maracanau,CE,Nordeste
7164,147,SKU-107,2026-05-23,5,1,9.79,1637.56,Petropolis,RJ,Sudeste
7165,569,SKU-187,2026-04-02,6,4,24.2,5211.08,Londrina,PR,Sul
7166,199,SKU-213,2025-05-20,2,1,25.35,1476.08,Teresopolis,RJ,Sudeste
7167,103,SKU-097,2025-09-05,10,1,10.06,1080.05,Itacoatiara,AM,Norte
7168,320,SKU-125,2025-06-30,13,2,28.23,3314.76,Caucaia,CE,Nordeste
7169,1278,SKU-020,2025-08-09,7,3,5.83,1744.71,Canoas,RS,Sul
7170,269,SKU-193,2025-10-22,4,3,23.14,7433.55,Caninde,CE,Nordeste
7171,287,SKU-124,2025-10-13,6,3,19.71,912.12,Betim,MG,Sudeste
7172,320,SKU-244,2025-12-05,5,3,13.14,1536.03,Gravata,PE,Nordeste
7173,354,SKU-117,2026-02-16,2,1,12.82,1064.24,Pocos de Caldas,MG,Sudeste
7174,357,SKU-029,2026-05-13,14,1,16.56,778.9,Recanto das Emas,DF,Centro-Oeste
7175,1049,SKU-070,2025-11-14,10,2,24.39,3922.0,Manacapuru,AM,Norte
7176,228,SKU-241,2025-06-27,3,3,19.79,1177.89,Ribeirao Preto,SP,Sudeste
7177,527,SKU-169,2026-01-16,2,3,33.19,6575.79,Paranagua,PR,Sul
7178,49,SKU-010,2026-03-28,9,2,34.38,5610.96,Campos dos Goytacazes,RJ,Sudeste
7179,6,SKU-012,2026-01-25,11,2,13.1,5028.62,Erechim,RS,Sul
7180,554,SKU-164,2026-03-25,3,4,25.8,2420.72,Itabuna,BA,Nordeste
7181,1330,SKU-146,2025-08-16,10,1,21.53,2387.47,Lauro de Freitas,BA,Nordeste
7182,7,SKU-129,2025-11-04,3,1,22.51,561.4,Colombo,PR,Sul
7183,126,SKU-212,2025-10-30,1,1,7.0,2611.45,Autazes,AM,Norte
7184,1069,SKU-186,2025-10-04,2,4,18.55,1095.28,Sao Bernardo do Campo,SP,Sudeste
7185,857,SKU-155,2025-08-08,1,3,19.71,309.93,Parintins,AM,Norte
7186,878,SKU-102,2025-09-09,2,4,30.49,7362.12,Juazeiro do Norte,CE,Nordeste
7187,488,SKU-010,2025-05-11,5,2,16.8,5610.96,Caruaru,PE,Nordeste
7188,6,SKU-073,2026-02-04,1,3,23.35,3093.33,Lauro de Freitas,BA,Nordeste
7189,866,SKU-122,2025-12-22,2,2,29.62,901.3,Sao Paulo,SP,Sudeste
7190,324,SKU-093,2025-01-26,8,3,22.76,1047.48,Gravatai,RS,Sul
7191,465,SKU-074,2025-04-06,2,2,33.71,3130.96,Fortaleza,CE,Nordeste
7192,1065,SKU-188,2026-01-05,10,2,10.81,72.4,Maues,AM,Norte
7193,1292,SKU-170,2025-09-02,9,2,22.83,3377.9,Contagem,MG,Sudeste
7194,690,SKU-188,2025-03-24,13,4,13.34,144.8,Sao Paulo,SP,Sudeste
7195,383,SKU-058,2025-05-27,3,4,9.94,4727.76,Ponta Grossa,PR,Sul
7196,1383,SKU-170,2026-05-14,7,4,6.24,6755.8,Gravatai,RS,Sul
7197,351,SKU-036,2025-10-13,3,3,32.15,1138.44,Paranagua,PR,Sul
7198,1111,SKU-041,2026-03-10,14,3,32.97,6175.83,Pocos de Caldas,MG,Sudeste
7199,103,SKU-063,2025-08-13,1,3,27.4,7847.67,Governador Valadares,MG,Sudeste
7200,907,SKU-237,2025-08-11,7,2,9.08,5987.44,Crato,CE,Nordeste
7201,21,SKU-167,2025-12-29,14,2,14.16,2927.02,Londrina,PR,Sul
7202,327,SKU-007,2026-06-04,12,1,26.93,2402.24,Parintins,AM,Norte
7203,841,SKU-182,2025-05-27,2,3,26.95,8443.95,Betim,MG,Sudeste
7204,999,SKU-044,2026-03-24,6,2,15.69,3007.1,Guara,DF,Centro-Oeste
7205,47,SKU-132,2026-06-05,10,2,9.47,861.6,Samambaia,DF,Centro-Oeste
7206,375,SKU-068,2025-02-06,10,1,29.64,1698.21,Taguatinga,DF,Centro-Oeste
7207,90,SKU-114,2026-03-26,6,3,29.91,6305.46,Foz do Iguacu,PR,Sul
7208,121,SKU-189,2025-11-16,13,3,13.2,3357.9,Maringa,PR,Sul
7209,1488,SKU-232,2026-04-20,4,2,19.68,3390.88,Gravata,PE,Nordeste
7210,48,SKU-060,2025-07-29,11,3,20.99,4664.25,Passo Fundo,RS,Sul
7211,200,SKU-177,2026-04-04,4,2,19.78,5560.74,Feira de Santana,BA,Nordeste
7212,1411,SKU-051,2025-03-20,4,1,30.95,228.45,Paulista,PE,Nordeste
7213,26,SKU-221,2026-03-07,7,3,15.39,5355.6,Serra Talhada,PE,Nordeste
7214,311,SKU-091,2026-03-30,2,1,15.63,960.03,Angra dos Reis,RJ,Sudeste
7215,210,SKU-166,2025-03-30,6,2,32.25,5946.7,Canoas,RS,Sul
7216,248,SKU-198,2026-01-16,13,3,5.51,4301.4,Gravatai,RS,Sul
7217,470,SKU-029,2025-02-26,15,2,26.86,1557.8,Niteroi,RJ,Sudeste
7218,92,SKU-050,2025-05-23,1,1,33.04,1989.79,Juiz de Fora,MG,Sudeste
7219,15,SKU-242,2026-04-12,14,2,33.91,4746.66,Itacoatiara,AM,Norte
7220,30,SKU-111,2025-02-10,7,4,21.17,9482.28,Tefe,AM,Norte
7221,90,SKU-193,2026-05-08,9,1,23.74,2477.85,Petrolina,PE,Nordeste
7222,1390,SKU-105,2025-08-22,2,4,14.38,1312.36,Gravata,PE,Nordeste
7223,512,SKU-160,2025-12-06,10,1,7.59,2800.85,Santos,SP,Sudeste
7224,1318,SKU-079,2025-08-01,3,2,14.59,4633.26,Samambaia,DF,Centro-Oeste
7225,1312,SKU-095,2025-07-14,5,2,23.53,721.9,Serra Talhada,PE,Nordeste
7226,1087,SKU-191,2026-02-10,12,2,31.18,653.82,Belo Horizonte,MG,Sudeste
7227,1290,SKU-217,2025-09-06,4,1,30.43,38.13,Itabuna,BA,Nordeste
7228,53,SKU-154,2026-02-06,7,1,29.77,2976.54,Tefe,AM,Norte
7229,156,SKU-175,2025-04-24,14,1,15.17,2593.48,Petrolina,PE,Nordeste
7230,751,SKU-172,2025-09-16,4,4,28.91,7174.96,Taguatinga,DF,Centro-Oeste
7231,594,SKU-199,2026-01-19,1,4,21.84,7883.44,Serra Talhada,PE,Nordeste
7232,7,SKU-004,2025-01-04,3,3,18.66,8329.26,Pelotas,RS,Sul
7233,274,SKU-191,2025-01-14,2,3,30.76,980.73,Erechim,RS,Sul
7234,70,SKU-069,2026-04-16,4,2,8.53,3869.92,Sorocaba,SP,Sudeste
7235,488,SKU-136,2025-08-15,5,1,27.88,31.7,Brasilia,DF,Centro-Oeste
7236,1151,SKU-189,2025-10-06,12,2,20.09,2238.6,Contagem,MG,Sudeste
7237,280,SKU-111,2025-02-04,3,1,5.63,2370.57,Guara,DF,Centro-Oeste
7238,846,SKU-216,2025-07-31,2,2,7.06,2202.72,Rio de Janeiro,RJ,Sudeste
7239,1405,SKU-194,2025-04-12,8,1,32.44,2515.44,Piracicaba,SP,Sudeste
7240,988,SKU-078,2026-05-09,10,1,13.45,1805.35,Belo Horizonte,MG,Sudeste
7241,301,SKU-220,2026-04-14,2,4,30.32,9264.16,Caruaru,PE,Nordeste
7242,1418,SKU-013,2025-11-14,3,3,11.03,5942.91,Planaltina,DF,Centro-Oeste
7243,34,SKU-055,2026-01-28,8,3,27.31,4816.92,Pelotas,RS,Sul
7244,14,SKU-228,2026-05-09,8,2,24.31,4826.2,Salvador,BA,Nordeste
7245,1339,SKU-208,2025-06-06,15,2,11.85,5127.22,Ipatinga,MG,Sudeste
7246,1400,SKU-011,2025-10-07,4,3,29.54,6413.91,Colombo,PR,Sul
7247,15,SKU-240,2025-10-21,7,2,34.77,733.42,Campinas,SP,Sudeste
7248,15,SKU-183,2026-06-09,12,4,33.38,11142.68,Caruaru,PE,Nordeste
7249,4,SKU-125,2025-07-24,6,4,9.88,6629.52,Teixeira de Freitas,BA,Nordeste
7250,460,SKU-136,2025-09-04,14,4,11.26,126.8,Angra dos Reis,RJ,Sudeste
7251,4,SKU-211,2025-08-05,14,1,5.18,964.92,Gama,DF,Centro-Oeste
7252,307,SKU-134,2025-05-10,11,2,34.68,1519.98,Canoas,RS,Sul
7253,1460,SKU-223,2025-12-11,11,4,9.09,9975.08,Maringa,PR,Sul
7254,33,SKU-212,2025-10-26,1,2,9.33,5222.9,Londrina,PR,Sul
7255,29,SKU-163,2025-10-09,7,2,10.77,1859.28,Sorocaba,SP,Sudeste
7256,1023,SKU-201,2025-12-12,2,4,18.56,5600.08,Sao Bernardo do Campo,SP,Sudeste
7257,613,SKU-039,2026-01-01,3,1,19.58,1461.97,Santa Maria,RS,Sul
7258,30,SKU-139,2025-11-15,15,2,34.85,3656.78,Autazes,AM,Norte
7259,490,SKU-052,2025-01-28,7,2,26.15,3384.42,Serra Talhada,PE,Nordeste
7260,114,SKU-111,2025-01-11,8,2,29.78,4741.14,Gravata,PE,Nordeste
7261,140,SKU-144,2025-12-20,14,1,23.89,77.64,Angra dos Reis,RJ,Sudeste
7262,1176,SKU-170,2026-03-14,15,1,9.42,1688.95,Iguatu,CE,Nordeste
7263,632,SKU-142,2025-11-30,10,4,16.34,3665.48,Guarapuava,PR,Sul
7264,45,SKU-111,2026-01-12,14,1,10.49,2370.57,Ipatinga,MG,Sudeste
7265,1332,SKU-179,2025-11-01,3,4,23.44,3000.84,Colombo,PR,Sul
7266,178,SKU-075,2025-11-17,13,4,16.37,10512.04,Cascavel,PR,Sul
7267,321,SKU-143,2025-06-25,11,1,6.43,919.57,Passo Fundo,RS,Sul
7268,238,SKU-064,2026-01-06,4,2,34.12,4375.38,Parintins,AM,Norte
7269,367,SKU-173,2025-09-28,7,2,31.32,2931.38,Ribeirao Preto,SP,Sudeste
7270,850,SKU-059,2025-11-17,6,2,7.0,4022.46,Fortaleza,CE,Nordeste
7271,993,SKU-212,2026-05-02,10,2,16.34,5222.9,Quixada,CE,Nordeste
7272,469,SKU-228,2025-02-14,1,1,9.35,2413.1,Sao Jose dos Campos,SP,Sudeste
7273,120,SKU-052,2025-02-19,11,4,18.91,6768.84,Sao Paulo,SP,Sudeste
7274,18,SKU-234,2025-04-02,9,3,31.45,274.35,Contagem,MG,Sudeste
7275,457,SKU-016,2025-12-13,8,3,15.16,95.31,Olinda,PE,Nordeste
7276,29,SKU-032,2025-02-22,6,4,11.0,7410.96,Sobradinho,DF,Centro-Oeste
7277,134,SKU-191,2025-02-25,12,4,16.67,1307.64,Petrolina,PE,Nordeste
7278,1406,SKU-036,2025-02-03,2,4,14.68,1517.92,Paulista,PE,Nordeste
7279,33,SKU-103,2025-11-23,1,3,32.42,1046.82,Passo Fundo,RS,Sul
7280,123,SKU-201,2025-03-08,9,3,8.58,4200.06,Contagem,MG,Sudeste
7281,318,SKU-242,2026-05-20,9,1,28.02,2373.33,Piracicaba,SP,Sudeste
7282,188,SKU-234,2025-12-21,13,1,17.21,91.45,Samambaia,DF,Centro-Oeste
7283,187,SKU-122,2026-02-13,3,2,25.05,901.3,Parintins,AM,Norte
7284,66,SKU-083,2025-11-01,1,2,34.09,5330.4,Novo Hamburgo,RS,Sul
7285,1396,SKU-040,2025-01-06,3,2,19.8,2297.72,Recife,PE,Nordeste
7286,624,SKU-010,2026-05-26,15,1,18.37,2805.48,Maracanau,CE,Nordeste
7287,249,SKU-212,2025-02-14,7,2,7.72,5222.9,Guara,DF,Centro-Oeste
7288,2,SKU-183,2025-01-15,1,3,31.9,8357.01,Recife,PE,Nordeste
7289,183,SKU-152,2025-08-31,4,1,22.52,1552.31,Sao Jose dos Pinhais,PR,Sul
7290,1440,SKU-069,2025-03-11,3,4,7.56,7739.84,Brasilia,DF,Centro-Oeste
7291,947,SKU-113,2025-06-05,6,4,24.68,7253.16,Montes Claros,MG,Sudeste
7292,1271,SKU-115,2025-11-08,11,1,23.6,1727.82,Foz do Iguacu,PR,Sul
7293,1378,SKU-012,2025-02-09,4,4,16.52,10057.24,Novo Hamburgo,RS,Sul
7294,117,SKU-150,2025-04-01,10,4,31.31,4563.56,Campos dos Goytacazes,RJ,Sudeste
7295,81,SKU-063,2025-07-22,13,2,16.33,5231.78,Foz do Iguacu,PR,Sul
7296,960,SKU-137,2025-02-01,12,3,24.98,6810.45,Pelotas,RS,Sul
7297,876,SKU-066,2025-10-12,7,3,29.43,7858.38,Parintins,AM,Norte
7298,149,SKU-250,2025-10-07,11,4,32.31,9277.56,Vitoria da Conquista,BA,Nordeste
7299,396,SKU-142,2025-04-27,6,3,34.29,2749.11,Ceilandia,DF,Centro-Oeste
7300,269,SKU-078,2025-01-19,10,4,25.73,7221.4,Planaltina,DF,Centro-Oeste
7301,19,SKU-168,2025-01-30,3,4,5.49,5982.56,Parintins,AM,Norte
7302,191,SKU-220,2025-03-05,12,4,5.92,9264.16,Sobradinho,DF,Centro-Oeste
7303,49,SKU-038,2025-09-29,7,4,7.01,1422.92,Fortaleza,CE,Nordeste
7304,372,SKU-156,2026-02-06,3,3,5.99,4084.89,Sao Paulo,SP,Sudeste
7305,1071,SKU-174,2026-04-07,13,4,32.55,11676.4,Petrolina,PE,Nordeste
7306,638,SKU-002,2025-11-14,6,4,24.88,9793.04,Campos dos Goytacazes,RJ,Sudeste
7307,252,SKU-037,2025-11-14,10,4,17.35,10260.24,Porto Seguro,BA,Nordeste
7308,194,SKU-037,2026-01-16,12,1,17.66,2565.06,Pocos de Caldas,MG,Sudeste
7309,608,SKU-045,2026-01-27,15,1,28.6,1589.77,Maringa,PR,Sul
7310,42,SKU-135,2025-10-27,9,4,13.61,7724.8,Guara,DF,Centro-Oeste
7311,190,SKU-032,2025-08-04,5,4,33.82,7410.96,Teresopolis,RJ,Sudeste
7312,1219,SKU-139,2025-01-23,15,3,13.0,5485.17,Caruaru,PE,Nordeste
7313,183,SKU-141,2025-02-09,14,1,27.35,2420.37,Ipatinga,MG,Sudeste
7314,35,SKU-024,2026-04-03,2,1,13.0,1855.97,Petropolis,RJ,Sudeste
7315,1415,SKU-157,2025-02-11,2,3,20.66,5629.98,Coari,AM,Norte
7316,525,SKU-051,2026-02-05,13,2,16.25,456.9,Caxias do Sul,RS,Sul
7317,84,SKU-177,2025-11-05,2,3,17.72,8341.11,Caninde,CE,Nordeste
7318,788,SKU-041,2025-12-12,9,2,8.25,4117.22,Samambaia,DF,Centro-Oeste
7319,1371,SKU-042,2025-05-18,2,2,32.72,4222.64,Caxias do Sul,RS,Sul
7320,158,SKU-048,2025-08-19,14,1,7.38,1221.94,Paranagua,PR,Sul
7321,1198,SKU-178,2026-04-08,13,1,12.73,2235.29,Recanto das Emas,DF,Centro-Oeste
7322,441,SKU-131,2025-08-22,7,1,28.72,2445.52,Belo Horizonte,MG,Sudeste
7323,668,SKU-081,2025-08-24,13,3,31.16,4724.19,Ponta Grossa,PR,Sul
7324,765,SKU-232,2025-10-11,14,3,30.25,5086.32,Petropolis,RJ,Sudeste
7325,549,SKU-195,2025-08-03,4,4,25.89,891.52,Coari,AM,Norte
7326,13,SKU-113,2025-10-27,7,1,12.88,1813.29,Maues,AM,Norte
7327,1049,SKU-046,2026-03-29,3,2,5.14,2873.52,Piracicaba,SP,Sudeste
7328,7,SKU-193,2025-04-14,12,4,6.82,9911.4,Serra Talhada,PE,Nordeste
7329,602,SKU-051,2025-06-01,2,2,29.41,456.9,Campinas,SP,Sudeste
7330,227,SKU-216,2026-06-07,13,1,7.63,1101.36,Gravata,PE,Nordeste
7331,4,SKU-226,2026-04-21,14,2,33.88,1636.28,Parintins,AM,Norte
7332,509,SKU-227,2026-01-11,9,1,18.64,1364.27,Uberlandia,MG,Sudeste
7333,1316,SKU-143,2025-01-19,11,4,17.58,3678.28,Salvador,BA,Nordeste
7334,180,SKU-093,2026-01-15,13,2,13.39,698.32,Sao Paulo,SP,Sudeste
7335,41,SKU-175,2026-05-20,13,1,17.36,2593.48,Juazeiro do Norte,CE,Nordeste
7336,328,SKU-082,2025-08-28,12,3,12.77,2291.01,Caxias do Sul,RS,Sul
7337,604,SKU-167,2026-03-15,10,1,30.09,1463.51,Tefe,AM,Norte
7338,416,SKU-227,2025-10-13,6,2,24.56,2728.54,Cabo Frio,RJ,Sudeste
7339,513,SKU-146,2025-09-05,10,1,33.05,2387.47,Cascavel,PR,Sul
7340,39,SKU-232,2025-09-30,8,4,28.92,6781.76,Presidente Figueiredo,AM,Norte
7341,255,SKU-027,2026-02-22,6,4,28.28,8300.48,Cabo Frio,RJ,Sudeste
7342,336,SKU-191,2025-02-20,1,1,29.93,326.91,Taguatinga,DF,Centro-Oeste
7343,1303,SKU-205,2026-05-02,6,2,18.29,788.36,Garanhuns,PE,Nordeste
7344,207,SKU-231,2026-04-30,3,1,23.25,1994.03,Teixeira de Freitas,BA,Nordeste
7345,496,SKU-049,2025-09-29,13,1,24.59,101.6,Tefe,AM,Norte
7346,160,SKU-119,2026-01-29,3,4,34.3,551.16,Passo Fundo,RS,Sul
7347,962,SKU-044,2025-12-19,10,1,16.95,1503.55,Gravatai,RS,Sul
7348,735,SKU-031,2025-06-10,1,1,25.94,988.93,Rio de Janeiro,RJ,Sudeste
7349,564,SKU-249,2025-04-21,3,2,23.74,1406.9,Sobradinho,DF,Centro-Oeste
7350,1453,SKU-209,2025-10-07,1,4,7.82,7940.96,Niteroi,RJ,Sudeste
7351,63,SKU-084,2025-01-27,15,4,18.96,5874.0,Rio de Janeiro,RJ,Sudeste
7352,536,SKU-043,2025-03-01,9,3,26.54,1266.12,Samambaia,DF,Centro-Oeste
7353,354,SKU-093,2026-01-21,4,2,20.65,698.32,Foz do Iguacu,PR,Sul
7354,172,SKU-071,2026-02-05,14,1,23.6,1619.81,Olinda,PE,Nordeste
7355,65,SKU-209,2025-02-18,7,1,10.71,1985.24,Maracanau,CE,Nordeste
7356,67,SKU-200,2025-12-19,2,4,32.97,11817.04,Osasco,SP,Sudeste
7357,177,SKU-178,2025-01-13,4,4,19.85,8941.16,Manacapuru,AM,Norte
7358,902,SKU-135,2025-07-09,5,4,6.91,7724.8,Guarapuava,PR,Sul
7359,1225,SKU-214,2025-12-30,1,3,18.45,2228.61,Caxias do Sul,RS,Sul
7360,1195,SKU-240,2025-05-20,12,4,30.98,1466.84,Presidente Figueiredo,AM,Norte
7361,309,SKU-218,2025-07-07,9,4,14.57,1875.92,Duque de Caxias,RJ,Sudeste
7362,546,SKU-017,2025-06-30,11,3,15.49,1376.22,Ceilandia,DF,Centro-Oeste
7363,260,SKU-052,2026-05-23,2,3,13.27,5076.63,Curitiba,PR,Sul
7364,680,SKU-185,2025-12-08,14,4,29.57,2011.2,Gravata,PE,Nordeste
7365,1108,SKU-237,2025-06-25,6,4,29.07,11974.88,Ilheus,BA,Nordeste
7366,1086,SKU-044,2025-07-13,1,2,13.23,3007.1,Contagem,MG,Sudeste
7367,1431,SKU-189,2025-03-16,4,2,9.86,2238.6,Planaltina,DF,Centro-Oeste
7368,582,SKU-027,2025-11-17,10,1,8.21,2075.12,Contagem,MG,Sudeste
7369,146,SKU-080,2025-05-14,1,1,6.85,1642.04,Planaltina,DF,Centro-Oeste
7370,29,SKU-212,2026-05-10,3,3,23.72,7834.35,Teresopolis,RJ,Sudeste
7371,1293,SKU-052,2025-05-24,1,3,21.99,5076.63,Niteroi,RJ,Sudeste
7372,537,SKU-110,2026-04-08,10,1,25.49,459.21,Betim,MG,Sudeste
7373,10,SKU-193,2026-03-01,13,2,28.84,4955.7,Caninde,CE,Nordeste
7374,322,SKU-107,2025-05-27,10,4,13.19,6550.24,Igarassu,PE,Nordeste
7375,75,SKU-001,2026-04-18,3,2,8.54,2446.56,Caninde,CE,Nordeste
7376,12,SKU-150,2025-05-20,7,4,23.11,4563.56,Sao Paulo,SP,Sudeste
7377,834,SKU-167,2025-09-17,4,4,13.72,5854.04,Maues,AM,Norte
7378,148,SKU-170,2026-03-29,14,4,10.72,6755.8,Camacari,BA,Nordeste
7379,809,SKU-050,2025-04-10,5,1,7.56,1989.79,Gravatai,RS,Sul
7380,807,SKU-047,2025-11-18,13,4,19.09,894.28,Porto Seguro,BA,Nordeste
7381,1366,SKU-075,2025-11-16,2,2,8.6,5256.02,Pocos de Caldas,MG,Sudeste
7382,1151,SKU-096,2026-01-31,4,1,11.09,1306.51,Itacoatiara,AM,Norte
7383,1164,SKU-170,2025-05-29,14,1,26.25,1688.95,Recife,PE,Nordeste
7384,416,SKU-075,2026-01-31,3,4,34.24,10512.04,Guarulhos,SP,Sudeste
7385,136,SKU-199,2025-02-16,10,1,20.41,1970.86,Recanto das Emas,DF,Centro-Oeste
7386,365,SKU-201,2026-05-15,2,1,21.22,1400.02,Colombo,PR,Sul
7387,165,SKU-179,2025-06-13,6,4,18.55,3000.84,Niteroi,RJ,Sudeste
7388,821,SKU-042,2026-05-21,13,3,26.07,6333.96,Maracanau,CE,Nordeste
7389,286,SKU-218,2025-09-02,14,2,6.07,937.96,Sao Bernardo do Campo,SP,Sudeste
7390,105,SKU-042,2025-06-24,11,2,16.62,4222.64,Parintins,AM,Norte
7391,1072,SKU-189,2026-04-13,1,1,28.99,1119.3,Nova Iguacu,RJ,Sudeste
7392,353,SKU-108,2026-02-01,8,1,28.94,2375.08,Aguas Claras,DF,Centro-Oeste
7393,1215,SKU-149,2026-03-27,9,4,28.61,11520.28,Guara,DF,Centro-Oeste
7394,11,SKU-045,2026-02-15,7,4,19.69,6359.08,Londrina,PR,Sul
7395,958,SKU-045,2026-02-21,8,3,22.42,4769.31,Sao Paulo,SP,Sudeste
7396,79,SKU-042,2025-04-24,13,2,18.56,4222.64,Uberlandia,MG,Sudeste
7397,202,SKU-198,2026-03-31,8,1,23.2,1433.8,Olinda,PE,Nordeste
7398,82,SKU-204,2026-03-16,10,4,11.1,3921.0,Sao Jose dos Pinhais,PR,Sul
7399,41,SKU-215,2025-09-23,12,2,17.94,4341.46,Tefe,AM,Norte
7400,18,SKU-115,2026-05-28,6,3,5.28,5183.46,Colombo,PR,Sul
7401,1287,SKU-167,2025-04-26,12,2,5.52,2927.02,Petropolis,RJ,Sudeste
7402,227,SKU-210,2026-05-03,5,2,19.1,849.44,Duque de Caxias,RJ,Sudeste
7403,588,SKU-218,2026-05-30,11,4,19.52,1875.92,Camacari,BA,Nordeste
7404,1112,SKU-156,2025-05-09,11,4,21.64,5446.52,Petropolis,RJ,Sudeste
7405,205,SKU-130,2025-08-28,2,2,26.54,111.96,Recanto das Emas,DF,Centro-Oeste
7406,538,SKU-228,2025-08-08,2,4,20.04,9652.4,Maringa,PR,Sul
7407,162,SKU-021,2025-05-17,12,4,7.0,5496.88,Piracicaba,SP,Sudeste
7408,11,SKU-035,2025-06-04,4,4,19.62,11108.76,Paulista,PE,Nordeste
7409,566,SKU-205,2025-08-06,13,4,17.84,1576.72,Maracanau,CE,Nordeste
7410,45,SKU-194,2025-11-11,8,2,18.07,5030.88,Igarassu,PE,Nordeste
7411,77,SKU-023,2025-09-26,8,2,29.6,2287.0,Vitoria da Conquista,BA,Nordeste
7412,696,SKU-173,2025-10-02,12,2,13.48,2931.38,Caucaia,CE,Nordeste
7413,836,SKU-192,2026-02-20,7,2,28.02,61.26,Iguatu,CE,Nordeste
